% # columns="iter, evals, sigma, 0, fitness, xbest" seed=105097, Fri Oct 25 12:41:24 2019, <python>{}</python>
1 6 0.0793438432374048 0 19.662523056020483 20.024263404179706 20.020775241134697
2 12 0.08587606979170796 0 19.795028972491416 19.92393387997435 19.974050881236366
3 18 0.08298199768763279 0 19.805999031696118 19.91867307752183 20.01610692711247
4 24 0.06464364492370862 0 19.729856344291306 19.938894011545905 20.006250386722417
5 30 0.05452677449130463 0 19.645960493532677 19.978839913124514 20.005711263451747
6 36 0.05186084255729205 0 19.670010290506724 19.985684949071192 20.033699415056663
7 42 0.05751296053199358 0 19.640323758697487 20.0040297694173 19.98426263350802
8 48 0.0494685610886539 0 19.640971068769073 20.00769259396879 19.98507491708935
9 54 0.038760716489394234 0 19.63885611541802 19.986071546270516 19.99501240272245
10 60 0.027933478060793805 0 19.634171554101016 19.995370413573852 19.997469037956755
11 66 0.026940783846278193 0 19.63493352297553 20.00471906094042 20.003585874672215
12 72 0.02161065180319546 0 19.63530770282902 19.991660105508622 20.000973771543862
13 78 0.02267868410025298 0 19.63461791481293 19.99992570970053 19.993378385203933
14 84 0.018011007461692572 0 19.63369570454734 19.999501960934975 19.99821519594123
15 90 0.014312147961497613 0 19.633716596834777 20.000317044438393 19.99830354406669
16 96 0.011888423537991778 0 19.633789182857356 20.001490061086358 19.999208888793294
17 102 0.010508605539164353 0 19.633690379646705 19.99846968477294 19.99989312971337
18 108 0.00914074165604903 0 19.633708614932885 19.99940267263359 19.99800473927798
19 114 0.007647117344469943 0 19.633665248202576 19.99932087959377 19.998980720432318
20 120 0.0071289708411775435 0 19.63371618425434 20.000622445262373 19.99987254423232
21 126 0.006450215615442557 0 19.633692927651815 19.99876531789293 19.998400360727473
22 132 0.005081919402055634 0 19.633685110645487 19.99922505725766 19.998397857793734
23 138 0.004578553104548927 0 19.63366226912649 19.999345556418625 19.999354320648262
24 144 0.004516939650676615 0 19.63366618166551 19.999454432972477 19.99967665208517
25 150 0.0033060351864845107 0 19.633665171055448 19.99950448320621 19.9990428426981
26 156 0.0029502593338260235 0 19.633663596144377 19.999478388949598 19.99947742648361
27 162 0.0022429326388766465 0 19.633662384078235 19.999293479161402 19.999394036242855
28 168 0.0019440679322596118 0 19.63366239201023 19.999295264541377 19.99923794599074
29 174 0.0015483077747425068 0 19.63366224695312 19.999284488339857 19.999334077719187
30 180 0.0012447586815744034 0 19.63366230478897 19.999352194453717 19.999269387458163
31 186 0.0009698377665647537 0 19.63366222937393 19.99932315542576 19.999291427781316
32 192 0.0007608882497589535 0 19.63366231989286 19.999307393789106 19.999380270778474
33 198 0.0006038565782633784 0 19.633662230713767 19.999297069041894 19.999335757508327
34 204 0.00048589931992395644 0 19.633662215621985 19.999329307203823 19.999310831579347
35 210 0.0004331937778607204 0 19.633662210650666 19.99931686315613 19.99931589496572
36 216 0.00032742076536084114 0 19.633662212089995 19.999321329928232 19.999323401404098
37 222 0.0002311663049030297 0 19.633662210881205 19.999317376082704 19.99932042421152
38 228 0.0001856793922975041 0 19.633662210679823 19.999317959948737 19.999318729292547
39 234 0.00014401893858891648 0 19.633662211320058 19.999315976365885 19.99932222876157
40 240 0.00011598265485756434 0 19.633662210855125 19.999314960859575 19.999319304318416
41 246 0.00015027358920449265 0 19.63366221065046 19.999318451347843 19.999317704007478
42 252 0.00010739756679338884 0 19.633662210849053 19.999316692103037 19.999320194460434
43 258 9.15450297971888e-05 0 19.633662210610815 19.999317651335733 19.99931756769585
44 264 6.475004014279718e-05 0 19.633662210611412 19.999316754127026 19.999317599428817
45 270 6.319061192087894e-05 0 19.63366221060871 19.999317297723007 19.99931670326398
46 276 5.869532213760003e-05 0 19.633662210615775 19.999316530135538 19.99931693666585
47 282 5.566965955643952e-05 0 19.633662210631712 19.99931644603444 19.999317939315585
48 288 5.572710390843058e-05 0 19.63366221060456 19.99931688658193 19.999317262669976
49 294 5.199768619148854e-05 0 19.633662210611647 19.999317167958836 19.999317806706614
50 300 4.547880063925201e-05 0 19.633662210603077 19.999317272835484 19.99931740828022
51 306 3.745077611509542e-05 0 19.633662210605447 19.999317529641328 19.999317370608964
52 312 3.313144292348602e-05 0 19.633662210601855 19.99931719069393 19.999317247641887
53 318 3.538841292276042e-05 0 19.633662210605177 19.999317477947493 19.999316978762472
54 324 3.105334307673387e-05 0 19.63366221060207 19.99931723176333 19.999317297834793
55 330 2.3239056552987457e-05 0 19.633662210602285 19.99931733644991 19.99931719737235
56 336 1.747606998855769e-05 0 19.633662210602523 19.99931736491314 19.999317180480496
57 342 1.7937144116446547e-05 0 19.633662210602 19.99931714365804 19.99931713653652
58 348 1.3169052535038486e-05 0 19.633662210601805 19.999317214472892 19.999317214828498
59 354 1.1238360616093759e-05 0 19.633662210601813 19.99931718020913 19.999317184558638
60 360 9.735685154999824e-06 0 19.633662210601827 19.999317170911038 19.99931721384098
61 366 8.80064263901912e-06 0 19.63366221060182 19.999317222874257 19.999317222498558
62 372 7.274851700710127e-06 0 19.633662210601816 19.99931720318137 19.99931723108187
63 378 5.607002254383962e-06 0 19.633662210601805 19.99931721449929 19.99931721486065
64 384 6.731229878270888e-06 0 19.6336622106018 19.999317193978026 19.99931719987592
65 390 5.583396814887327e-06 0 19.633662210601816 19.99931717427346 19.99931719891051
66 396 4.8357076062638795e-06 0 19.6336622106018 19.999317206561873 19.999317204846424
67 402 5.115004994439603e-06 0 19.6336622106018 19.999317195363307 19.999317196308557
67 402 5.115004994439603e-06 0 19.6336622106018 19.999317195363307 19.999317196308557
